Title,Job SubClassification,Job Classification,Full Job Description
Full-Stack AI Engineer (Mid-Level),Engineering - Software,Information & Communication Technology,"About Us
At
Awatar Innovations
, based out of OneCity USJ we specialise in building cutting-edge applications that harness the power of
large language models (LLMs)
, AI-driven automation, and web technologies to empower businesses across Southeast Asia. We're a startup scaling fast, delivering AI chatbots, RAG systems, and data-driven solutions for real-world impact.
The Opportunity
We’re looking for a
Full-Stack AI Engineer
ready to take ownership of projects and contribute actively to architecture, development, and deployment of AI-integrated web applications. You will work alongside a lean team of experienced engineers and have the opportunity to shape product features, explore new AI capabilities, and influence technical direction.
If you're passionate about
AI
,
web technologies
, and thrive in a startup environment, we want you on board.
What You Will Do
Architect and Develop AI-Driven Web Applications:
Take charge of designing, building, and scaling AI-powered applications, integrating large language models, vector databases, and RAG pipelines.
End-to-End Full-Stack Engineering:
Own the stack—
TypeScript
,
NextJS
,
NodeJS
,
Postgres
,
Vercel
,
GitHub Actions
,
OpenAI APIs
. You’ll work across frontend, backend, and deployment pipelines.
DevOps & Cloud Infrastructure:
Manage deployments on
Vercel
, optimize CI/CD pipelines, and ensure robust DevOps practices. Experience with
Docker
,
AWS
, or
GCP
is a plus.
AI Integration:
Design and implement AI capabilities—chatbots, embeddings, search, summarization, and more—into web products.
Innovate & Optimize:
Constantly explore, evaluate, and implement new technologies to enhance product performance, scalability, and feature set.
Collaborate Closely:
Work with cross-functional teams including product leads, designers, and business stakeholders to deliver solutions that solve real client problems.
Who You Are
Experienced Coder: 2+ years of hands-on experience in full-stack development with a strong foundation in JavaScript/TypeScript and frameworks like NextJS or NodeJS.
AI-Savvy: Exposure to AI/ML technologies, especially LLMs, OpenAI API, vector databases (e.g., Pinecone, Weaviate), or RAG (Retrieval-Augmented Generation) pipelines.
Cloud-Native: Experience with modern cloud platforms (Vercel, AWS, GCP) and CI/CD tools (GitHub Actions, Docker).
Problem Solver: You love to tinker, debug, and optimize. You’re not afraid to dig deepinto code, performance bottlenecks, or new AI methodologies.
Startup Mindset: You thrive in fast-paced environments, wear multiple hats, and areproactive in driving projects forward.
Bonus Skills:
Familiarity with PHP, WordPress plugin development.
Experience with DevOps, infrastructure as code (IaC), or serverless architectures.
Previous work in AI chatbots, RAG, or data pipelines.
Educational Requirements
Bachelor’s degree in
Computer Science
,
Software Engineering
, or a related field is preferred—but if your
experience speaks for itself
, we’re listening."
Software Engineer (Bandwagon Labs),Engineering - Software,Information & Communication Technology,"About us:
Are you a software engineer passionate about shaping the future of digital interaction? At Bandwagon Labs, we are redefining customer engagement through the creation of lightweight metaverse experiences, digital collectibles, and AI-powered innovations that push the boundaries of possibility.
We specialize in building lightweight, social-first metaverses that seamlessly blend web3 technology with mobile accessibility — delivering 5x faster loading speeds compared to industry standards, thanks to our cutting-edge WebGL implementation.
At the frontier of digital experiences, we want to leverage AI to power intelligent NPCs, scene-aware assistants, and generative content tools within our metaverse ecosystem — creating new ways for users to engage, create, and connect.
Here's what makes us stand out:
Phygitalism:
We are pioneers in building phygital utility for clients like Capitaland, seamlessly blending benefits in the metaverse and IRL, opening up endless possibilities for digital collectibles and unique experiences.
Social Connection:
Our metaverse fosters vibrant social interactions, transcending geographical boundaries and bringing people together in unprecedented ways.
Empowering Brands:
Partnering with us means enabling brands can roll out web3 solutions, including digital collectibles and immersive metaverse experiences, with unparalleled speed and efficiency. 'This is the best thing I've seen all week,' was web3 founder Frank DeGods response to our project during a major web3 conference in Singapore in 2023.
Innovative Milestones:
We pride ourselves on our groundbreaking achievements, including being the first in the world to introduce an NFT collection based on the iconic McDonald's character Grimace, which received more than 100 press mentions globally across languages and prompted Brand lead of CryptoPunks, @CryptopunkNoah to tweet this in response to our project “How do I move to Singapore?”
Trusted by Industry Leaders:
Our track record speaks volumes. Brands like Capitaland trust us to develop their metaverse experiences, such as Capitaverse, which has garnered multiple prestigious marketing awards and onboarded sponsors like DBS, Adidas, Charles & Keith, National Gallery Singapore into the metaverse experience we created.
If you're excited to work at the intersection of 3D technology, web3, and AI, and help define the next generation of digital experiences, Bandwagon Labs is the place for you. Join us in shaping the future of the metaverse and revolutionizing the way people connect and interact online!
Job responsibilities:
Develop and Own Features
: Take ownership of new features across BW.Land, from concept to delivery, ensuring performance, scalability, and maintainability.
Enhance Developer and User Tools
: Streamline and polish our scene editor, SDKs, and API layers for intuitive adoption by developers and creators.
Optimize Three.js Rendering and Performance
: Lead performance improvements for Three.js pipelines, game loops, and mobile/desktop responsiveness.
Collaborate with Design and Product Teams
: Translate creative visions into functional, high-quality experiences alongside UI/UX designers and product managers.
Drive Deployment Pipelines
: Improve cloud-based deployment workflows to enable seamless live updates of scenes and features.
Implement Analytics and Tracking
: Build tools to monitor real-time platform usage and inform data-driven product decisions.
Cross-Platform Compatibility
: Ensure that BW.Land experiences run smoothly across major browsers and desktop environments.
Support AI-Driven Features
: Develop and integrate modules for AI NPCs, generative content, and intelligent scene assistants.
Champion Best Practices
: Maintain high standards in code quality, architecture, documentation, and participate actively in code reviews.
Troubleshoot and Improve Systems
: Rapidly diagnose and fix technical issues to deliver a reliable user and developer experience.
Requirements:
3–8 years of software development experience
, ideally in interactive media, gaming, 3D web development, or web3 environments.
Strong proficiency in Three.js, WebGL, and modern JavaScript/TypeScript
.
Solid understanding of 3D graphics concepts
, including rendering, lighting, shaders, and performance optimization.
Experience designing scalable frontend architectures
and building modular, reusable components.
Proficiency with Git workflows
: branching strategies, pull requests, code reviews.
Experience working collaboratively
in agile, cross-functional teams.
Product-focused mindset
: ability to balance technical excellence with user and developer needs.
Strong problem-solving skills
and a proactive approach to technical challenges.
Excellent communication skills
, both technical and non-technical.
Passion for emerging technologies
, particularly web3, metaverse, and AI-enhanced experiences.
Nice to Have:
Experience with backend development (e.g., Node.js, serverless architectures).
Familiarity with blockchain integrations (e.g., wallets, NFTs, smart contracts).
Experience building SDKs, developer-facing APIs, or extensible frameworks.
Experience applying AI/ML tools
(e.g., APIs for intelligent NPCs, generative content, scene-aware assistance).
Interest in leveraging AI to enhance user engagement and metaverse experiences.
How to apply:
Does this position sound like a good fit for you? Please email us your resume at join[at]bandwagon.sg.
Include the title of this role in your subject line (it will help us sort through the emails)
Send along links that showcase the relevant projects and experiences you have undertaken."
Management Consulting Manager - S&C Global Network (Comms & Media),Business/Systems Analysts,Information & Communication Technology,"Accenture is a leading global professional services company that helps the world’s leading businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth and enhance citizen services—creating tangible value at speed and scale. We are a talent and innovation led company with 738,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology with unmatched industry experience, functional expertise and global delivery capability. We are uniquely able to deliver tangible outcomes because of our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Accenture Song. These capabilities, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients succeed and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities. Visit us at www.accenture.com
Explore an Exciting Career at Accenture
Are you an outcome-oriented problem solver? Do you enjoy working on transformation strategies for global clients? Does working in an inclusive and collaborative environment spark your interest?
Then, Accenture Strategy and Consulting is the right place for you to explore limitless possibilities.
Comms & Media (C&M) is one of the Industry Practices within Accenture’s Global Network (GN Team) in Strategy & Consulting (S&C). It focuses in serving clients across specific Industries – Communications, Media & Entertainment.
Communications
– Focuses primarily on industries related with telecommunications and information & communication technology (ICT). This dynamic team serves most of the world’s leading wireline, wireless, cable and satellite communications and service providers.
Media & Entertainment
– Focuses on industries like broadcast, entertainment, print and publishing.
Globally, Accenture Comms & Media practice works to develop value growth strategies for its clients, who are top-notch organizations, and help improve their offers and go-to-market performance and maximize organizational effectiveness. We work on end-to-end projects delivering management and technology consultancy to help our clients achieve greater profitability, quality, and reliability.
From multi-year major systems integration transformation deals to shorter more agile engagements, we have a rapidly expanding portfolio of hyper-growth clients and an increasing footprint with next-gen technology and industry practices, with the following requirements:
Support or lead delivery in small to medium-size teams
to deliver management consulting projects for global clients.
Support or lead innovation transformation
programs and process enablement for our clients.
Develop assets &
point-of-view (POV) or white papers
for use by the team and larger community.
Support or lead proposals, business development for global clients
as an expert for a specific domain area in coordination with other team members.
Experience
to engage with stakeholders independently.
Execute a transformational change plan aligned with client’s business strategy
and context for change. Engage stakeholders in the change journey and build commitment for change.
Facilitate workshops, interviews, and requirements
gathering sessions with stakeholders to elicit, prioritize, and validate requirements, ensuring a clear understanding of business needs and objectives.
Work closely with cross-functional teams
to translate business requirements into technical specifications and create user stories for implementation by development teams.
Bring your best skills forward to excel in the role:
Skills in one or more Telecom areas
BSS Modules and Telco Journeys:
Excellent knowledge of various BSS modules and Telco Journeys such as CRM, Order Management, Billing, Mediation, Provisioning, Collections, Channels, Customer Care, Lead to Cash, etc
Digital Transformation:
Experience in Strategy, Innovation, and Digital initiatives across Digital Maturity models, CSPs Operating model, Innovation Barometers, Intelligent operations for CSPs, etc
Cloud BSS:
Design BSS journey to cloud strategies to accelerate ROI and performance. Knowledge of AWS, Azure, SFDC, etc. is a plus
Business Analysis and Consulting Projects:
Experience in consulting projects related to Digital transformation, Operating Model Design, Business Process Re-engineering, Business case creation, AI/OPS/service assurance use cases, NOC/SOC processes, etc. Experience in assessing OSS applications (Inventory management, Performance Management, Service Activation, Service Assurance, etc.), data, and processes to identify gaps and propose solutions
OSS Tools Ecosystem:
Good understanding of OSS tools ecosystem like ServiceNow, BMC Remedy, Nokia NetAct, HPSM, Netcool, Blue Planet, Cramer, etc.
Experience in use case identification, prioritization, and monetization for Private network deployment (on prem & cloud deployment)
Transformation & Project Governance:
Drive profitability and continued success through managing service quality, cost, and leadership of the people delivering services across projects/programs/portfolios of all scales.
Lean Concepts and Agile Practices
: Understanding of lean concepts and hands-on experience in delivering technology-driven business transformation projects using agile practices such as Scrum, Kanban, SAFe, etc.
Agile Tools
: Experience in agile-related tools like JIRA, Confluence, Rally, MS Projects, VersionOne.
Skills in one or more roles:
Experience in the role of Functional Business Analyst, Product Owners, Process Designers, Service Designers, Scrum Masters, Program Delivery Managers
Business Analysis -
Gather requirements from business and prepared requirement documents. Propose solutions to the client based on gap analysis for the existing Telco platforms. Analyse large data to conduct analysis and present insights with visualisations
Process Improvement -
Understand issues with the current processes which can be resolved either through technology or process solutions and design detail level to-be process with all stakeholders
Value Architect and Tracking
- Create value driver trees to breakdown into value components of business objectives and value drivers
Working knowledge of Automation across RPA / Artificial Intelligence/Machine Learning/GenAI, etc. is a plus.
Key Qualifications:
Bachelors/Masters in engineering (or equivalent) + MBA
At least 8-12 years of progressive business and/or telecom and consulting experience
Experience in large data analysis, data driven consulting, BI and analytics, reporting, dashboarding, visualization tools like PowerBI, Tableau
Certifications like CBAP, CSM, SPC, TMForum- eTOM, ITIL ,Prince 2 or PMP will be an added advantage
Strong analytical, problem-solving skills and good communication skills
Experience in Digital, New IT, Cloud & Core modernization, Cloud transformation processes, transforming legacy to the cloud, Agile transformation, RPA, AI/ML strategy implementation and use cases
Experience of team Management – Coach and mentor team members in projects, on asset development, BDs and overall professional development
Proficiency in English is mandatory; knowledge of Japanese or Bahasa languages is a plus
About Accenture
Accenture is a leading global professional services company that helps the world’s leading organizations build their digital core, optimize their operations, accelerate revenue growth and enhance services—creating tangible value at speed and scale. We are a talent- and innovation-led company with 774,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise and global delivery capability. Our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Song, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities.
Visit us at www.accenture.com
Equal Employment Opportunity Statement
All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.
Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.
Accenture is committed to providing veteran employment opportunities to our service men and women."
Freshers - Development - Python (AI/ML),Developers/Programmers,Information & Communication Technology,"Are you passionate about Python and curious about AI/ML?
Join us to kickstart your career with hands-on experience in real-world machine learning projects!
What you'll work on:
Python coding for AI/ML applications
Data preprocessing, model training & deployment
Collaborate with engineers and analysts on end-to-end AI solutions
Explore data and visualize insights using popular Python libraries
Preferred Skills
Strong Python fundamentals
Basic ML concepts & libraries (NumPy, Pandas, Scikit-learn)
Aptitude for problem-solving & statistics
Familiarity with tools like Git, Matplotlib, or Seaborn is a plus
Consistent academic performance with 70% or equivalent and above throughout"
Lead of AI/ML,Engineering - Software,Information & Communication Technology,"Overview
Keysight is on the forefront of technology innovation, delivering breakthroughs and trusted insights in electronic design, simulation, prototyping, test, manufacturing, and optimization. Our ~15,000 employees create world-class solutions in communications, 5G, automotive, energy, quantum, aerospace, defense, and semiconductor markets for customers in over 100 countries. Learn more about what we do.
Our powerful, award-winning culture embraces a bold vision of where technology can take us and a passion for tackling challenging problems with industry-first solutions. Diversity, equity & inclusion are integral parts of our culture and drivers of innovation at Keysight. We believe that when people feel a sense of belonging, they can be more creative, innovative, and thrive at all points in their careers.
Responsibilities
Able to lead a team to generate AI Roadmap for  Business vision/goals/initiatives
Able to generate Ideas & insights into newer AI-powered business models
Lead the team to develop AI platform/products architecture/design/implementation/AI Infrastructure
Lead the team to complete AI automation (pipeline) projects
Lead from the front as a hands-on subject matter expert, architecting and crafting scalable solutions, and driving data excellence across the organization
Provide ideas and insights into new business models that could be enabled using AI.
Coach and mentor the team and Define best AI/ML driven practices and AI lifecycle, Oversee model training and optimization
Build and deploy end to end ML models and leverage metrics to support predictions, recommendations, search, and growth strategies
Qualifications
PhD in computational modeling, machine learning, statistics, computer science or AI
More than 15years working experience with modern databases, cloud environments, and data ecosystems and High level experience in AI/ML fundamentals
Strong background in software and End to end AI/ML work and deploying of models
Experience in developing AI/ML-focused business and go-to-market strategies for enterprises and startups.
Proficient in deep programming to implement solutions in production
Highly knowledgeable and passionate about latest AI/ML trends and technologies
Experience in building AI/ML-based products and platforms and managing teams of technical and non-technical individuals to deliver results under fast-paced timelines.
Careers Privacy Statement ***Keysight is an Equal Opportunity Employer.***"
Machine Learning Engineer,Engineering - Software,Information & Communication Technology,"Get to know the Team
The mission of the ML Pipeline team at Grab is to empower machine learning engineers, data scientists, data analysts, and data engineers to test-and-learn their ideas and productionise them at scale. The team develops tools, systems and automation to increase productivity throughout the ML and AI development lifecycle.
Get to know the Role
As a Machine Learning Engineer in our ML Pipeline team, you will be responsible for contributing to the design, implementation, and rollout of cutting-edge ML&AI platforms for large-scale workloads at Grab.
The Critical Tasks You Will Perform
Write production-grade code, perform code reviews and ensure exceptional code quality
Build robust, lasting, and scalable products Iterate quickly without compromising quality
Setup and define standards for complex pipelines including data engineering, feature engineering, model training, model quality verification, model deployment, etc.
Automate cloud infrastructure provisioning and deployments of ML pipelines"
AI Development Team Lead,Team Leaders,Information & Communication Technology,"AI Development Team Lead
Job Summary:
The AI Development Team Lead is responsible for managing and mentoring a team of AI engineers, ML developers, and data scientists. This role bridges strategic objectives from the Head of Department (HOD) with execution by the technical team. The ideal candidate combines technical AI/ML expertise with project management and people leadership to ensure the successful delivery of AI initiatives that align with business goals.
Key Responsibilities:
Strategic Planning & Execution
• Collaborate with HOD to define AI vision, goals, and KPIs aligned with business needs.
• Translate high-level strategy into actionable technical tasks and sprint plans.
• Evaluate and recommend AI technologies, platforms, tools, and best practices.
Team Leadership & Management
• Lead, mentor, and manage a multidisciplinary team (AI engineers, ML specialists, data scientists).
• Conduct regular one-on-ones, performance reviews, and skill gap assessments.
• Promote a collaborative, transparent, and accountable team environment.
Technical Oversight
• Oversee design, development, testing, deployment, and maintenance of AI/ML models.
• Perform code reviews, model validation, and ensure adherence to engineering standards.
• Identify and resolve technical bottlenecks, support experimentation and innovation.
Project Management
• Manage project timelines, resource allocation, risk assessments, and reporting.
• Facilitate Agile ceremonies (sprint planning, stand-ups, retrospectives).
• Monitor and report on progress, blockers, and deliverables to HOD and stakeholders.
Cross-Functional Collaboration
• Work closely with product managers, data engineers, software teams, and business stakeholders.
• Ensure AI models and systems integrate well with broader platforms or customer touchpoints.
• Translate business questions into data science problems and actionable models.
Governance, Ethics & Compliance
• Ensure all AI/ML developments comply with data privacy laws and AI ethics standards.
• Define policies for model retraining, versioning, and explainability.
Qualifications & Skills:
Education:
• Bachelor’s or Master’s in Computer Science, Artificial Intelligence, Data Science, or related fields.
• Certifications in AI/ML (e.g., Google AI, AWS ML, Microsoft AI Engineer) are a plus.
Experience:
• 5–8 years total in AI/ML, with 2–3 years in a leadership or technical management role.
• Proven experience in deploying ML models into production (real-time or batch).
• Familiarity with Agile/Scrum practices and tools like Jira, Confluence, Git, etc.
Technical Proficiency:
• Proficient in Python and ML libraries: TensorFlow, PyTorch, scikit-learn, etc.
• Experience with model lifecycle: training, tuning, deployment, and monitoring.
• Strong understanding of supervised/unsupervised learning, NLP, computer vision, or generative AI.
• Familiarity with MLOps: Docker, Kubernetes, MLFlow, CI/CD for AI pipelines.
• Experience working with cloud platforms: AWS, GCP, Azure.
Soft Skills:
• Excellent communication and stakeholder management skills.
• Strong leadership, team-building, and conflict resolution skills.
• Analytical mindset with attention to both big-picture strategy and technical detail."
Senior Machine Learning Engineer (Game),Developers/Programmers,Information & Communication Technology,"PLAY, GROW and WIN
To be a part of Virtuos means to be a creator.
At Virtuos, we harness the latest technologies to make games better and more immersive than ever before. That is why we pride ourselves in constantly pushing the boundaries of possibility since our founding in 2004.
Virtuosi is a team of experts – people who have come together to share their mutual passion for making and playing games. People with the same enthusiasm for exploring new ideas and the constant drive to excel in their field. People who believe in earning success through dedication.
At Virtuos, we are at the forefront of gaming, creating exciting new experiences daily. Join us to Play, Grow and Win – together.
ABOUT THE POSITION
We are seeking an innovative Machine Learning Engineer with a passion for building AI assistants and automation tools for our Game ML team. In this role, you will focus on developing and enhancing AI-driven products that assist game developers by leveraging state-of-the-art machine learning techniques and technologies, including Agentic AI, Large Language Models (LLMs), and Small Language Models (SLMs).
Design, develop, and implement machine learning models with a focus on large language models (LLMs), small language models (SLMs), agentic AI agents, and multi-modal models for various tasks and applications.
Collaborate with stakeholders, software engineers, and product teams to define problems, develop solutions, build proofs of concept, conduct experiments, and deploy solutions using modern tools and best practices.
Integrate AI-based solutions into various tech stacks and game engines, such as Maya, Blender, Houdini, Unreal Engine, and Unity.
Develop and maintain our in-house Machine-Learning-as-a-Service (MLaaS) platform.
Stay up to date with the latest advancements in AI/ML, particularly in LLMs, Agentic AI, and Natural Language Processing (NLP).
Bachelor’s or Master’s degree in Computer Science, Machine Learning, or a related field.
5+ years of hands-on experience in Statistical Machine Learning and Deep Learning, with a focus on Natural Language Processing (NLP), Language Models, and Reinforcement Learning.
2+ years of game development experience, working independently or with indie, AA, or AAA studios.
Proficiency in deep learning frameworks (e.g., PyTorch, TensorFlow) and data processing tools (e.g., PySpark, BigQuery).
Experience with game development tools for Digital Content Creation (DCC) and game engines, including Blender, Houdini, Maya, Unreal Engine, and Unity.
Experience deploying ML models via REST APIs.
Experience with NLP techniques, such as sentiment analysis, topic clustering, and question-answering for dataset validation.
Experience with Exploratory Data Analysis (EDA) and Data Visualization
Experience with Docker and Virtual Machines on Windows and Linux platforms.
Experience with LLM frameworks, including LangChain, LangGraph, and DeepEval.
Familiarity with Docker and Virtual Machines on Windows and Linux platforms
Familiarity with common databases such as Postgres and MongoDB
Familiarity with Cloud Services such as AWS, GCP or Azure and their Machine Learning and Machine Learning Operations (MLOps) for both managed and unmanaged services.
Strong problem-solving skills and the ability to work independently and collaboratively in a fast-paced environment.
Preferred Qualifications:
Experience in building game development tools, plugins or modding games
Strong expertise in prompt engineering and chain-of-thought with the ability to measure and validate the effectiveness of different prompting techniques using scientific and data-driven methods.
Experience optimizing test-time/inference-time compute to enhance LLM/SLM outputs.
Knowledge of prompt security techniques, including rail guards, prompt injection defense, and red teaming.
Familiarity with recent advancements in Generative AI, including image generation, 3D asset generation, animation, sound & music generation, and voice cloning."
"T&T Director - Artificial Intelligence & Data (Business Solutions, Financial...",Consultants,Information & Communication Technology,"Are you ready to unleash your potential?
At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.
We believe we have a responsibility to be a force for good, and WorldImpact is our portfolio of initiatives focused on making a tangible impact on society’s biggest challenges and creating a better future. We strive to advise clients on how to deliver purpose-led growth and embed more equitable, inclusive as well as sustainable business practices.
Hence, we seek talented individuals driven to excel and innovate, working together to achieve our shared goals.
We are committed to creating positive work experiences that foster a culture of respect and inclusion, where diverse perspectives are celebrated, and everyone is recognised for their contributions.
Ready to unleash your potential with us? Join the winning team now!
Work you'll do:
Deloitte’s Financial Services industry group strives to support clients in addressing the challenges that impact today’s industry. Our member firm’s global network engages with clients to refine their business and operating models through innovative practices, improved processes and enabling advanced technologies.
You will work alongside our clients to help them make decisions and implement solutions based on ""Heart of the Business"" issues and problem statements from architecting the strategic transformation agenda through driving business value leveraging AI and data solutions.
You will be part of Artificial Intelligence & Data (AI&D) Service Offering, aligned with Financial Service, for Banking (Retail, SME, Wholesale, and Wealth) or Insurance (Life & General Insurance) and drive the latest and best-in-class transformation narrative for our Financial Services (FS) sector clients across Southeast Asia.
As a Director / Senior Manager, you will lead business development, sales, and end-to-end delivery of large-scale, AI and data-driven transformation programs within the Financial Services industry, with a strong focus on business solutions and applied intelligence leveraging AI, Generative AI, and intelligent automation.
Key Responsibilities:
Act as a strategic and trusted advisor to leading financial institutions, guiding them on the accelerated adoption of AI/ML and Gen AI to drive business outcomes.
Develop and present compelling proposals that reflect a deep understanding of AI & Data led business transformation, addressing common challenges faced by Financial Services clients across segments such as retail, wealth, SME, and corporate, as well as functions including compliance, risk, finance, and HR—leveraging AI/ML, Generative AI, and automation solutions.
Conduct in-depth analysis of client needs and industry dynamics to shape data and AI transformation strategies and business solutions.
Lead and deliver integration of AI/ML and Gen AI into end-to-end customer journeys, core business processes working closely with client’s business stakeholders, data science and engineering teams to ensure solutions are modular, scalable and deliver business objectives.
Design and implement intelligent agent-based systems using Agentic AI frameworks and reusable design patterns. Work with data science teams to apply techniques such as multi-agent orchestration, goal-driven planning, tool integration, and reasoning to build autonomous, context-aware solutions.
Oversee project teams delivering AI/ML, Gen AI use cases on data and AI platforms. Advise clients on AI impact measurement framework to assess the ROI
Lead cross-functional delivery teams in the execution of AI/ML and Gen AI use cases on modern data and AI platforms. Ensure best practices in MLOps, model lifecycle management, prompt engineering, and scalable deployment on cloud-native infrastructures (e.g., AWS, Azure, GCP).
Collaborate with C-suite and senior stakeholders on shaping strategic priorities, technology investments, and operating model transformation.
Manage project delivery economics, quality assurance, and client satisfaction.
Coach and mentor teams to develop future leaders in data platform modernization.
Your Role as a Leader
At Deloitte, leaders are expected to:
Inspire through purpose, integrity, and appreciation of people.
Use resources effectively to drive impact and value.
Build high-performing, diverse teams across functions and geographies.
Stay ahead of disruption by applying deep industry and technology insights.
Influence with agility and authenticity across all levels.
Translate strategy into actionable goals and team alignment.
Grow a strong talent pipeline by developing, mentoring, and empowering people.
Requirements
We’re looking for professionals with the following background:
15+ years of experience in data, analytics, and AI/ML roles, with at least 5 years in leadership positions driving transformation in the Financial Services industry.
Bachelor’s or master’s degree in business, management, information technology, or a related field.
Experience in consulting with sales and large-scale AI/ML and Gen AI implementations from strategy through execution.
In-depth knowledge of the Financial Services industry, with strong domain expertise across banking segments and core business processes.
Deep understanding of AI/ML solution development and experience with Agentic AI concepts, frameworks, and autonomous agent systems.
Good understanding of cloud data ecosystem and platforms (e.g., Azure Synapse, AWS SageMaker, GCP Vertex AI, Databricks, Snowflake).
Demonstrated ability to work with C-level stakeholders to shape digital and AI strategies and transformation roadmaps.
Exceptional stakeholder management and communication skills, with the ability to lead executive conversations
Strong analytical, problem-solving, and delivery management capabilities.
Willingness to travel based on client and project requirements.
Due to volume of applications, we regret only shortlisted candidates will be notified.
Please note that Deloitte will never reach out to you directly via messaging platforms to offer you employment opportunities or request for money or your personal information. Kindly apply for roles that you are interested in via this official Deloitte website
#LI-CW"
AI Engineer,Engineering - Software,Information & Communication Technology,"Job Summary
We are looking for a passionate AI Engineer with 4–5 years of hands-on experience in developing and deploying AI/ML models. You will contribute to designing scalable AI systems, training models, and supporting real-world deployment for autonomous vehicles and other AI-centric applications. If you're enthusiastic about applying your AI skills in impactful projects, join our innovative team.
Roles & Responsibilities
Build and optimize AI/ML models for real-time autonomous driving systems.
Work closely with senior architects and product teams to translate business problems into AI solutions.
Implement and test deep learning models (e.g., CNNs, transformers) for tasks such as object detection, lane recognition, or natural language understanding.
Integrate AI models into production environments and contribute to continuous model improvement.
Collaborate with MLOps teams to ensure reliable deployment through CI/CD pipelines.
Write clean, well-documented, and efficient code.
Stay up-to-date with the latest research and best practices in AI and Machine Learning.
Requirements
Required Technical and Professional Expertise
4–5 years of experience in AI/ML development and deployment.
Proficiency in Python and common ML frameworks (TensorFlow, PyTorch).
Experience with data preprocessing, model training, evaluation, and optimization.
Solid foundation in machine learning and deep learning algorithms.
Experience working with APIs, model versioning, and deployment workflows.
Familiarity with computer vision, NLP, or reinforcement learning.
Hands-on experience with Docker, Git, and cloud services (AWS, GCP, or Azure).
Strong problem-solving and analytical skills.
Good communication skills and ability to work in a collaborative environment.
Preferred Skills
Experience with real-time inference and edge deployment.
Familiarity with autonomous systems or robotics applications.
Exposure to LLMs (e.g., GPT, BERT) or multimodal AI models.
Experience with RESTful APIs, microservices, and distributed systems.
Educational Qualifications
Bachelor’s or Master’s degree in Computer Science, Artificial Intelligence, Machine Learning, or a related field.
Benefits
Benefit Highlights
Innovative Projects: Work on cutting-edge AI technologies shaping the future of mobility.
Collaborative Culture: Join a passionate team pushing boundaries in AI and autonomy.
Career Growth: Be part of a fast-growing startup with plenty of growth opportunities.
Benefits: Competitive salary, health insurance (up to ₹20 lakhs), wellness programs, learning & development, mentorship, and performance-based increments."
Data Science & Engineering Team Lead,Developers/Programmers,Information & Communication Technology,"Ø A master's degree in computer science, Data Science, Mathematics, Statistics, or related field
Ø 5+ years of experience in Data Science and it would be great if you have experience with either the manufacturing industry or with GenAI. At least 2 years of experience in a people management role.
Ø Experienced with managing data scientists and data engineers
Ø Experience of working with LLMs, transformer models, vector databases, RAG frameworks, Langchain, etc.
Ø Excellent skills within Python, R, SQL, and cloud computing technologies
Ø Hands on experience in deploying models and algorithms into production systems is desirable
Ø Experience with ML Ops tools and frameworks such as Kubeflow, MLflow, e.g. is desirable
Ø Professional in English language"
