Title,Job SubClassification,Job Classification,Full Job Description
Front End Developer,Developers/Programmers,Information & Communication Technology,"About the role：
We are searching for Frontend Developers to join in our growing team. In this role, you will be responsible for developing and implementing user interface components. You will also be responsible for profiling and improving front-end performance and documenting our front-end codebase. To ensure success as a Frontend Developer, you should have in-depth knowledge of JavaScript, how browser works and Vue/React concepts, excellent front-end coding skills, and a good understanding of progressive web applications.
Job Responsibilities:
Develop and maintain responsive web applications using React, Vue, JavaScript, and CSS.
Collaborate with designers and other developers to implement new features and designs.
Write clean, efficient, and maintainable code that adheres to our coding standards.
Work collaboratively with cross-functional teams to develop and deliver robust solutions.
Use Git to manage source code and version control.
Stay up-to-date with the latest trends and best practices in front-end development.
Qualifications and Requirements:
At least 2 years of experience in front-end development.
Expertise in React, Vue, JavaScript, CSS, and Git.
Experience with front-end frameworks and libraries such as React is a plus.
Strong understanding of web technologies, protocols, and standards.
Strong analytical and problem-solving skills.
Excellent communication and interpersonal skills.
Why Join Us?
Innovative Projects
: Work on cutting-edge projects that make a real difference.
Collaborative Environment
: Be part of a team that values collaboration and creativity.
Professional Growth
: Access to ongoing training and development opportunities.
Dynamic Culture:
Enjoy a vibrant and inclusive workplace culture.
Ready to make your mark? Apply now and become an integral part of our innovative and dynamic team!
Sneakpeak at our Benefit & Perks
Accessible by public transport (5 mins walking distance from LRT Abdullah Hukum)
Competitive remuneration package (Basic salary + performance based bonus)
Attractive transportation allowance, gym, dental & optical
Young, Vibrant, Passionate & Friendly Working Environment.
Rewarding career development with regional exposure.
Team building, creation, birthday party, free flow of snacks and drinks"
System Support Engineer (Software Developer),Engineering - Software,Information & Communication Technology,"Company Profile
http://www.cardzone.com.my/WEB/
Duties and Responsibilities:
Provides support to applications implemented at client sites. Debug and Fix existing software programs, develop new software program and implement customization features at client sites.
Keep the applications up and running whenever incident raised by clients within SLAs defined.
Respond to emergency callout, provide first level diagnosis of problems and escalate as and when necessary.
Monitor incident tickets raised in Cardzone support portal and work closely on open tickets until the issues are resolved.
To support multiple clients at a time.
Work independently, take responsibilities on incidents support.
Learn and apply Domain Knowledge (Payments, POS, ATM, Financial Switching) into software code deliverables.
Communicate with different parties from different background (e.g.: business user, IT staff, third-party vendors) when handling the incidents.
Qualifications & Experience:
Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology or equivalent.
Required skill(s): Java - J2SE, J2EE
Experience in JavaScript and JavaScript libraries
Knowledge in HTML and CSS
Knowledge in database server such as Oracle, DB2, MySQL, etc.
Knowledge in web application server such as Websphere, Oc4j, Jboss, Tomcat, etc.
Knowledge in Unix Shell Command.
Knowledge in card management or payment system, ISO8583, NDC+ would be an advantage.
Strong technical, analytical and problem solving skills.
Production system support experience.
Applicants must be willing to work in Bangsar South and work onsite (either local or overseas if required).
Must be team player.
Able to lead and mentor the team members (Senior position).
Able to travel overseas.
Company benefits :
Attractive remuneration package
Outpatient Medical, Dental and Optical Claim
insurance coverage for hospitalization for self and Immediate family.
Per-diem travel allowance provided
Anniversary Annual Leave- Accumulated to max 20days
Yearly Company trip"
Frontend Developer,Developers/Programmers,Information & Communication Technology,"Job Overview
We are seeking a
Frontend Developer
to join our dynamic and small team on this impactful project. You will be responsible for frontend implementation, ensuring the system meets our client's specific needs and delivers a high-quality user experience.
You will collaborate closely with a senior developer and a business analyst who will provide requirements. Your ability to contribute to
UI/UX design
will be essential.
Project Overview
We are working on a project that involves building a comprehensive management system:
Workflow and inventory tracking
Inventory quality control
Accounting integration
Report generation
Additional features like vehicle and driver scheduling, factory process tracking, and client-side inventory management
The system will be developed using
web technologies
to create browser-based and desktop applications that run on
Android
and
Windows
operating systems.
Key Responsibilities
Lead the design and development of user-friendly web and desktop interfaces using JavaScript, HTML, and CSS
Contribute to UI/UX design as a designer, ensuring intuitive and user-friendly interfaces
Build cross-platform applications using web technologies that run on Android and Windows operating systems
Write maintainable and well-documented code, demonstrating mastery of JavaScript fundamentals
Work with the business analyst to interpret mock-ups and translate them into functional user interfaces
Qualifications
Bachelor's degree in Computer Science, Software Engineering, or a related field
2+ years of professional experience in development with a strong focus on frontend technologies
Experience interpreting mock-ups and requirements from business analysts
Extensive experience with HTML and CSS, including Flexbox/Grid and cross-browser compatibility.
Ability to contribute to UI/UX design in capacity of a designer
Strong collaboration skills to work closely with a small team
Excellent problem-solving skills and attention to detail
Strong communication and teamwork abilities
Preferred Skills
Understanding of UI/UX principles and ability to contribute to design efforts
Experience with hardware integration (e.g., printers)
Familiarity with offline technologies (e.g. Local Storage, PWA)
Experience with RFID technology (e.g., Impinj, Zebra)
Experience in developing software for the logistics or supply chain industry
Knowledge of access control systems using QR codes or smart cards
Experience in building applications using React Native
What We Offer
Opportunity to take a leading role in a long-term, impactful project that will transform an industry.
Collaborative and innovative work environment within a small team, allowing for significant individual contribution.
Competitive salary and benefits package including EPF, SOCSO, EIS
Professional development opportunities and potential for involvement in future projects.
Flexible work hours and the possibility of remote work."
Senior / Junior Full Stack Software Developer,Developers/Programmers,Information & Communication Technology,"With a team size of about 10, you'll take part in;
Use React, HTML5, Lumen/Laravel PHP, JavaScript, CSS, and/or other programming languages to build scalable services that gracefully integrate with different subsystems.
Build APIs that support both the microservices containers we deliver as well as third-party usage.
Use unit and integration testing to ensure systems meet business needs.
Ship software that is in line with the company's Continuous Integration and Deployment standard and framework.
Deliver assignments according to team direction, and understanding of Agile software development methodology.
Build new and support existing software systems of the company.
Take ownership of software built and take leadership to maintain high standards of software quality.
What we'll need from you;
Minimum 3 years of experience developing consumer-facing web applications, services, and APIs.
Bachelor of Science in Technology or Software Engineering and/or related discipline.
Experience developing web applications in React.js, Lumen/Laravel PHP, or similar technologies.
Programming in a major open source language, experience and understanding of open source components and framework.
Understanding of the fundamental technologies of the web: HTTP, SSL, HTML, CSS, JavaScript, and JSON.
Understanding of Micro-services architecture, and MVC is recommended.
Proficient spelling, grammar, and communication skills.
Experience in building highly scalable web applications that serve public users is an added advantage.
Experience in building multi-tenancy web applications is an added advantage.
Experience and understanding of one or more different agile methodologies, including Scrum, XP, or TDD.
Experience with Amazon Web Services, in particular EC2, S3, RDS & ElastiCache."
Backend Developer (Fully Remote/ WFH),Developers/Programmers,Information & Communication Technology,"We are looking for a team of energetic and performance-driven backend developers who play a critical role in the development of web and mobile applications and provide the underlying infrastructure that supports the front-end user experience.
Responsibilities
Write clean, secure, testable, easily maintainable code in PHP and/or Python
models/API code with emphasis on OOP, security, refactoring & design patterns
Design and implementation of low-latency and high-availability applications
Troubleshoot, debug, and optimize application performance
Collaborate and work with frontend and mobile app developers on the backend needs of projects with efficient JSON REST APIs.
Skills & Experience
Strong coding experience in Python or/and PHP :
For Python : Data Analysis and Visualization (Pandas, NumPy), Machine
Learning and AI (Scikit-learn, TensorFlow, PyTorch)
For PHP : Laravel framework experience in building factories/libraries
using abstract classes, interfaces, trait
Good knowledge of RDBMS (MySQL/PostgreSQL), database designing and
query optimization techniques. Experience in NoSQL (MongoDB/DynamoDB)
databases will be an added advantage
Experience working with REST API design and its implementation
Working knowledge of version controlling systems like Git, clear understanding of Gitflow workflow, repository management tools like BitBucket, and understanding of overall CI/CD process, experience in AWS DevOps, Terraform, RabbitMQ, Kubernetes, Docker, Apache/Nginx, php-fpm etc
Familiarity or working knowledge in Agile or other collaborative methodologies
Self-starter, good work ethic, being able to gain initiative, work independently and produce high-quality solutions"
IT Developer,Developers/Programmers,Information & Communication Technology,"Key responsibilities:
Gain comprehensive understanding of the current Esoft ERP system.
Acquire in-depth knowledge of the Neptrix MES system.
Understand the in-house SOP and information system.
Develop and write macros to automate off-the-shelf software tools and integrate them with other programs, including Esoft ERP, Neptrix MES, and in-house tools.
Undertake tasks assigned by superiors to study and enhance specific company processes through IT automation.
Maintain and update existing macros and automation scripts to ensure compatibility with system updates.
Document all automation processes and ensure clear communication of changes to relevant departments.
Collaborate with other departments to identify opportunities for further automation and process improvement.
Provide technical support and troubleshooting for automated systems and processes.
Train end-users on the use of automated tools and systems.
Requirements:
Possess Bachelor’s Degree in Computer Science, Information Technology or equivalent.
Minimum of 2 years related working experience.
Understanding of VBA for macros, MySQL query, API, HTML, CSS
Exposure in manufacturing environment is added advantages.
Experienced in ERP System are encouraged to apply.
Strong analytical skill and good in programming."
Software Developer l Multi-award Winning Company,Developers/Programmers,Information & Communication Technology,"How this career will benefit you?
Become a skillful software developer/engineer/technical writer
Be part of
one of the fastest-growing Digital Health Transformation
solutions provider/development companies in Malaysia
It is an opportunity to
learn from the best of the best
You will be remunerated with a good basic salary based on experience.
Fair work-life balance.
Flexi working option
Strategic location – a safe environment
Performance bonus
Fun & cozy workplace & colleagues.
Career advancement opportunities
What will your role be?
Understand application features, functionalities, programming logic, flow, and configuration settings so that able to
identify system errors and bugs
Involvement in application
development, testing, debugging and making changes and corrections
where possible while reporting to the development team whenever not possible.
Alternatively
to undertake an
application software support engineer role, focus on writing SQL database queries for reporting purposes,
or a
technical documentation writer role
What do you need to have to be successful in this role?
Candidate must possess at least
Bachelor's Degree
/Post-Graduate Diploma/Professional Degree in Computer Science/Information Technology preferably with development knowledge/experience.
Accounting/Financial
knowledge and experience for the Finance specialization role will be an added advantage
Required language(s): English
Minimum 1 year for Software Developer position to 3 years or more of working experience required for an experienced Senior Software Developer position.
Fresh graduate
without experience is encouraged to apply for the Junior Software Developer entry-level position
Able to travel locally and overseas (if required)
Must have skills:
Strong Support/Programming Skills or Technical Writing Skills,
JAVA,
J2EE,
HTML,
JavaScript,
MS SQL,
HTML5,
CSS3,
JQuery.
Are you ready to make that career shift? Trust us, this role is always on-demand and you will grow a great portfolio with us. This opportunity does not come often. Click that ‘
Apply Now,’
button and we will talk to you soon.
What can you expect?
No need to work shifts.
We offer a 5-day workweek.
We practice a vibrant & energetic office culture.
Enjoy work-life balance
Very attractive salaries that are commensurate with work experience.
We support a safe environment for our employees
Our offices are equipped with 24-hour camera surveillance equipment for safety and security
We have a 24-hour carpark that is guarded around the clock
We provide opportunities for career advancement within the company.
We host annual dinners at prestigious hotels or in-house to appreciate all our staff's hard work.
We will arrange yearly local or overseas company trips whenever possible."
PHP Web Developer (Laravel),Developers/Programmers,Information & Communication Technology,"How does this career will benefit you?
Passionate, energetic & supportive work culture
Competitive salary & attractive work benefit package
Good reward scheme for good performer
Extremely skilled team that strive for perfection
Outstanding career growth & development opportunities
Provide continuous learning to you by staying ahead with the latest technologies
The essentials of the role:
Solid knowledge and foundation in developing with PHP.
RESTful APIs development and integration.
Proficient with unit testing and exercises extreme attention to detail.
Able to design efficient database architecture.
Excellent fundamental knowledge of HTML, CSS, PHP, MYSQL and JavaScript.
Priority will be given to candidates with working experience on Laravel / PHP or equivalent.
Familiar with Apache, NGINX or related WEB servers’ allocation and optimization is a plus.
Full stack / LAMP stack developer will be highly preferred.
Strong problem solving and verbal and written communication skills.
To be successful in this role, you will need to have:
Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma,Bachelor's Degree/Post Graduate /Diploma/ Professional Degree in Engineering(Electrical/Electronic), Computer Science/Information Technology, Mathematics or equivalent.
Fresh Graduate are welcomed.
Required language(s):
English, Mandarin. We are seeking candidates proficient in Mandarin to effectively communicate with Mandarin-speaking clients.
Junior at least 1 Year(s) / Senior at least 2 Years of working experience in the related field is required for this position.
PHP, MySql experienced at least more than 1 Year(s).
Required Skill(s): PHP, Lavarel MySQL
Preferably Senior Executive specialized in IT/Computer - Software or equivalent.
Passionate individuals with strong mathematical reasoning and logical thinking are encouraged to apply.
Benefits:
Additional leave (Festival Leave)
Dental Allowance
Vision Allowance
Free parking/ Transportation Allowance
Maternity leave
Meal Allowance
Opportunities for promotion
Parental leave
Professional development
Team Bonding Allowance"
IT Developer,Developers/Programmers,Information & Communication Technology,"Key responsibilities:
Gain comprehensive understanding of the current Esoft ERP system.
Acquire in-depth knowledge of the Neptrix MES system.
Understand the in-house SOP and information system.
Develop and write macros to automate off-the-shelf software tools and integrate them with other programs, including Esoft ERP, Neptrix MES, and in-house tools.
Undertake tasks assigned by superiors to study and enhance specific company processes through IT automation.
Maintain and update existing macros and automation scripts to ensure compatibility with system updates.
Document all automation processes and ensure clear communication of changes to relevant departments.
Collaborate with other departments to identify opportunities for further automation and process improvement.
Provide technical support and troubleshooting for automated systems and processes.
Train end-users on the use of automated tools and systems.
Requirements:
Possess Bachelor’s Degree in Computer Science, Information Technology or equivalent.
Minimum of 2 years related working experience.
Understanding of VBA for macros, MySQL query, API, HTML, CSS
Exposure in manufacturing environment is added advantages.
Experienced in ERP System are encouraged to apply.
Strong analytical skill and good in programming."
IT Developer,Developers/Programmers,Information & Communication Technology,"Job Responsibilities
·         Develop, maintain and enhance front end UI/UX components for Web application
·         Write clean, maintainable and reusable code
·         API integration with RESTful backend service
·         Test and deploy application
·         Create and maintain documentation
·         Perform other ad-hoc task as and when required by the management
Job Requirements
Diploma and above
Candidates residing in Kuala Lumpur or Johor Bahru are welcome to apply
Proficient with web application using HTML5, css and React JS
Experienced in React or Flutter will be an added advantage
Experienced with front end UI/UX development
Familiarity with RESTful API and JWT authentication
Strong debugging skill
Matured personality and able to work independently as well as in a team
Added bonus if can provide past front end project showcase"
Software Engineer Intern,Engineering - Software,Information & Communication Technology,"Key responsibilities include:
Perform coding and programming per functional requirements.
Perform unit testing.
Perform system troubleshooting and rectifying programming bugs.
Strong logical thinking, analytical, problem-solving skills, and critical thinking ability.
Qualifications:
Advanced Diploma/Bachelor's Degree in Computer Science/Information Technology or equivalent from a recognized tertiary institution.
Knowledge of software development using HTML5, CSS, JavaScript, jQuery, AJAX, ColdFusion, and SQL.
Familiar with Web Application Development.
A final-year student is required, with a minimum of 4 months of the internship.
Please attach a proper resume, result, and Final Year Project / Prototype while you apply for this job."
Junior Front-End Developer (Fresh Graduate),Developers/Programmers,Information & Communication Technology,"About the Role
Join MIYA GLOBAL TECHNOLOGY as a Junior Front-End Developer based in Kuala Lumpur. This full-time role is ideal for fresh graduates or entry-level candidates passionate about front-end development. You will be part of a collaborative team, contributing to the development and maintenance of web and mobile applications while gaining hands-on experience and growing your technical skills.
What You’ll Be Doing
Assist in developing and debugging web and mobile UI interfaces;
Support the creation and maintenance of reusable front-end components;
Work with product and design teams to enhance user experience and support product iterations;
Contribute to code quality improvements and performance optimization;
Continuously learn and apply new front-end technologies and best practices.
What We’re Looking For
Bachelor’s degree or above (Computer Science or related fields preferred); fresh graduates are welcome;
Solid understanding of computer science fundamentals and front-end development principles;
Basic knowledge of HTML, CSS, JavaScript; familiarity with frameworks like Vue or Svelte is a plus;
Strong willingness to learn and adapt to new technologies;
Good communication and teamwork skills;
Proactive attitude and problem-solving mindset;
Familiarity with development tools (e.g., VSCode, browser dev tools) is a plus;
Ability to read and understand technical documentation in English;
Proficiency in Mandarin is a plus, to support communication with Mandarin-speaking clients and team members."
Software Engineer - PHP,Engineering - Software,Information & Communication Technology,"Fueled by a passion for
digital transformation
? Desire for a space where challenges & success thrive in the realm of
speed & innovation
? Feel like you can
achieve more,
but is handicapped by the current environment?
IF SO, we would like to talk to YOU.
As a
Cloud team
member, you will contribute to developing & enhancing Boostorder suites of solutions based on PHP/Laravel framework, as well as participate in the entire software development lifecycle (requirement, development, unit test, release) & offer technical support when required.
Responsibilities
Participate and take ownership in requirements analysis
Collaborate with teams to produce software design and architecture
Write clean/ scalable codes
Able to test and deploy applications and systems
Revise, update, refactor, and debug codes
Improve our existing software
Develop documentation throughout the software development life cycle (SDLC)
Serve as an expert on applications and provide technical support
Requirements
Must-have:
Bachelor’s Degree / Post-Graduate Diploma / Professional Degree / Master's Degree in any field
Strong understanding of object-oriented programming and development
Strong problem-solving and logical thinking skills
Effective communication skills for seamless collaboration with both team and clients
Familiarity with MVC, PHP, Laravel
Great to have:
2 years of design and/or development experience in PHP / Laravel / Vue.js / MySQL
Knowledge of software development life cycle (SDLC)
Experience in concurrent development source control (Git)
Ability to write clean and scalable codes
Understanding of design patterns and maintaining best practices
Remuneration & Perks
Work Environment/ Culture
Open spaces and open-mindedness
Dynamic, young and vibrant
Lean operation – no red tape, swift decision-making
Flexibility in career progression – freely move between different positions based on personal performance and passion
High conversion rate from intern to full-time employee
Casual workwear
Free-flow snacks in pantry
Compensation & Benefits
Fast-track promotions and above industry-norm compensation for top performers
Medical insurance
Subsidy in laptop of your choice
Transport allowance
One-off equipment allowance
Flexibility in leave policy
Carry forward - up to 40 days
Credit leave - for PH falls on weekends"
Software Engineer (Laravel),Engineering - Software,Information & Communication Technology,"Job Responsibilities:
Develop & Deploy
– Work on exciting system deployments, from
scoping requirements to coding, testing, and implementation
.
Build & Innovate
– Ensure the smooth delivery of various software solutions within project timelines.
Advise & Optimise
– Provide
technical guidance and recommendations
for software solutions and best practices.
Explore New Tech
– Evaluate and adopt
emerging technologies
to boost team and company efficiency.
Support & Maintain
– Troubleshoot and enhance
existing systems
for continuous improvement.
Ad Hoc Challenges
– Take on additional tasks assigned by your superior to
expand your expertise
.
Job Requirements:
Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.
At least 2 year(s) of working experience in the related field is required for this position.
Required Skills:
HTML, CSS (Bootstrap), Javascript (Angular/Vue.js/React.js), PHP (Laravel), mySQL
.
Required language(s): English,
Bahasa Malaysia.
Applicants must be willing to work in Kuchai Lama.
Why Join Us?
Flexible, young and fun working environment which allows you to give your own ideas and implement them for the workplace.
Parking Full Claim
Phone Allowance
Insurance
Performance Rewards
Career Growth
Annual Leave (16days/year)
Medical Benefit (Applicable to Dental, Optical and Outpatient)
Salary Increment (review from time to time)
Annual Trip
Annual Bonus"
Front-End Developer,Developers/Programmers,Information & Communication Technology,"Capital Dynamics is recruiting Front-End Developer to work with an energetic team in a fast-paced and entrepreneurial environment. Your responsibilities will include but not be limited to:
Building and maintaining a user-friendly website-browsing experience, solving various browser compatibility or other front-end problems;
Continuously optimising web architecture, web pages, and user experience (UX);
Researching front-end technical development and providing development structure relevant to project requirements.
Requirements:
At least a Bachelor's degree in IT or Computer Science;
The ability to accurately design CSS structure, and make pages that conform with w3c specifications;
Experience in developing apps using HTML5, CSS3, Javascript, JQuery, Bootstrap, AJAX, ReactJS, or AngularJS;
Experience in using Version Control System e.g. Git, SVN, etc;
Experience with RESTful web services design, development, and integration into web applications will be an advantage;
Proficient understanding of how to resolve cross-browser compatibility issues and optimise performance;
Knowledge of any one of the following but not limited to Python, Django, Node.js, and JAVA Spring will be at an advantage.
You should have an innovative and pioneering spirit, initiative, and a meticulous and responsible personality. Good communication skills and team spirit are also a must.
Fresh graduates are encouraged to apply."
Junior Programmer,Developers/Programmers,Information & Communication Technology,"About the role
We are seeking a talented Junior Programmer to join our team at MB World Group Berhad.
This is a full-time position based in Johor Bahru District, Johor.
What you'll be doing
Assisted in maintaining and developing internal tools or website.
Depot new platform of system to enhance productivity.
Collaborating with cross-functional teams to design, develop, and implement efficient and scalable software applications
Participating in the full software development life cycle, including coding, testing, debugging, and deployment
Troubleshooting and resolving technical issues to ensure the smooth operation of our software systems
Continuously learning and staying up-to-date with the latest programming languages, frameworks, and technologies
What we're looking for
Bachelor's degree in Computer Science, Information Technology, or a related field
Minimum 1 to 2 years in the relevant working experiences.
Strong proficiency in one or more programming languages, such as Java, Python, or C++
Familiarity with web development technologies and framework, including HTML, CSS, JavaScript, Vue.js or relevant tech.
Experience with database management and SQL.
Passion for technology and a desire to continuously learn and grow."
Web Front End Developer (Work from Home),Developers/Programmers,Information & Communication Technology,"Are you a dedicated IT Operation Executive with a passion for maintaining and optimizing IT systems? Do you thrive in a fast-paced, dynamic environment where your expertise ensures seamless operations and supports millions of users? If so, we want YOU on our team!
你是一位热爱 IT 运营的专业人士吗？你擅长维护和优化 IT 系统，并希望在充满活力的游戏行业确保系统稳定运行，支持数百万用户？如果你的答案是 YES，那我们正在寻找的就是你！
Why Join Us? / 为什么加入我们？
100% Work from Home! （100% 远程工作）
13th-month salary + attractive bonus & increments （第13个月薪资 + 诱人奖金 & 加薪机会）
Career growth opportunities – Promotion (Review in every HALF a Year) & professional development （职业发展机会 – 每半年一次晋升评估 & 专业成长)
Many Public holiday entitlement!! （超多公共假期福利)
Annual leave start from 14 days and MORE!!! （年假从 14 天起，还有更多！)
Medical claims, Annual Dinner, Team Building, Sport Activities, Meals Gathering and MORE!!! （医疗报销、年度晚宴、团队建设、体育活动、聚餐等多项福利！）
Birthday Gift, Birthday Celebration, Festival Gifts and MANY MORE!!! （生日礼物、生日庆祝、节日礼品，还有更多惊喜等待你！）
Annual Dinner Cash Prizes Lucky Draw and MANY MORE Rewards WAITING FOR YOU!!! （年度晚宴现金大奖抽奖，更多奖励等你来拿！）
It will be a considerable amount of time post-writing. If the preceding content aligns with your preferences, promptly click the ""Quick apply"" button! Missing out on such a remarkable and stable company would be regrettable, and not attempting it would be a lost opportunity. Take the chance and seize it!
Hurry Up….Join our team!!
为了公司业务扩展，我们需求更多的人才加入我们的团队！这将是一个值得投入时间的机会！如果以上内容符合你的期待，请立即点击“快速申请”按钮！错过如此优质稳定的公司将是巨大的遗憾，不尝试就等于失去一次宝贵的机会！
抓住机会，立即加入我们吧！
Web Front End Developer Job responsibilities:
1. Responsible for project code development;
2. Responsible for user UI interface development;
3. Able to resolve problems such as bugs independently, familiar with MVVM and MVC development mode.
Web前端开发人员岗位职责：
1. 负责项目代码开发;
2. 负责用户 UI 界面开发;
3. 能够独立解决 bug 等问题，熟悉 MVVM 和 MVC 开发模式。
Job requirements:
1. Fluent in Mandarin (in order to liaise with Mandarin speaking associates)
2. More than 3 years of VUE experience, able to independently complete front-end page development.
2. Familiar with the use of vue3, familiar with vue3 syntax.
3. Proficient in using the VUE framework, computing attributes, VUE instructions, component communication.
4. Have good code specifications and writing habits.
5. Passion in technology, with excellent learning, communication and teamwork skills.
6. Open to candidate with full working rights in Malaysia only.
任职要求：
1. 流利的普通话-华语（以便与讲普通话的同事沟通）
2. 3年以上VUE经验，能独立完成前端页面开发。
2. 熟悉 vue3 的使用，熟悉 vue3 语法。
3. 熟练使用 VUE 框架、计算属性、VUE 指令、组件通信。
4. 有良好的代码规范和编写习惯。
5. 对技术充满热情，具有出色的学习、沟通和团队合作能力。
6. 居家办公或办公室（周一至周五).
Benefits:
Why Join Us? / 为什么加入我们？
✅ 100% Work from Home!
✅ 13th-month salary + attractive bonus & increments
✅ Career growth opportunities – Promotion (Review in every HALF a Year) & professional development
✅ Many Public holiday entitlement!!
✅ Annual leave start from 14 days and MORE!!!
✅ Medical claims, Annual Dinner, Team Building, Sport Activities, Meals Gathering and MORE
✅ Birthday Gift, Birthday Celebration, Festival Gifts and MANY MORE!!!
✅ Annual Dinner Cash Prizes Lucky Draw and MANY MORE Rewards WAITING FOR YOU!!!
WORK FROM HOME or OFFICE is YOUR CHOICES....
**Short notice candidates is prefer."
Web Content Developer,Web Development & Production,Information & Communication Technology,"Job Responsibilities
Content Creation :
Develop engaging content for websites, ensuring it aligns with our brand.
WordPress Management :
Utilize WordPress to publish and manage website content.
Landing Page Creation :
Design and create web pages to drive conversions and enhance user experience.
Content Strategy :
Collaborate with marketing team members to develop and execute content strategies.
Copywriting :
Write clear, compelling, and persuasive copy for various digital platforms.
Content Management :
Regularly update and maintain website content to ensure it is
current, accurate, and aligned with business goals.
Collaboration with Development Teams :
Work closely with web developers to ensure
content is properly displayed and functioning on all pages.
User Experience (UX) Enhancement :
Ensure content is structured in a way that
supports user-friendly navigation and improves overall site usability.
Content Analysis :
Monitor and analyze content performance, providing recommendations for improvement.
Job Requirements
Advanced Diploma or Bachelor’s Degree in Digital Marketing, Multimedia, Communications, or a related field.
2-3 years of experience in
WordPress
CMS, webpage management & content creation.
Experience in copywriting is an added advantage.
Excellent writing and editing skills.
Ability to work independently and manage multiple tasks.
Good command of English and Chinese, both written and verbal.
If you are passionate about content creation and eager to grow within a dynamic team, we would love to hear from you.
We offer an exciting career opportunity and competitive remuneration to the successful candidate. Please send us your detailed resume with current and expected salary by clicking “Apply Now”
All information provided will be treated in strict confidence and used solely for the recruitment purposes."
Mobile App Developer,Developers/Programmers,Information & Communication Technology,"Are you a passionate junior Flutter developer looking for an exciting opportunity to kick-start your career? We have a fantastic position available for you! Join our dynamic team and work with cutting-edge technology in a remote or hybrid working mode.
As a junior Flutter developer, you will play a vital role in our development team, working on a wide range of mobile applications.
Job Requirements:
Diploma or Degree in Computer science or related field.
1 - 2 years of hands-on experience in Mobile Development.
Knowledge of coding in Native IOS, Android Application.
Has experience with API Design and development.
Superior analytical skills with a good problem-solving attitude.
Must be self-driven, good team player with initiative and eagerness to pick up new knowledge or technologies.
Ability to perform in a team environment
Must have a strong passion for programming and research new technologies
Able to work independently to solve programming problems as well as work and communicate effectively as a team.
Work with minimum supervision.
Ability to communicate technical information in a clear and understandable manner to non-technical stakeholders.
Experience or Knowledge with Flutter is a plus.
Experience or Knowledge with Git, Gitlab, Github is a plus.
Fluent in English.
Work as a Full Time Employee. 9AM to 6PM (Monday to Friday)
Option to work from home subject to approval.
Responsibilities:
Design and develop cross-platform (IOS and Android) mobile applications.
Building new and maintaining existing mobile applications in various platforms, including but not limited to PHP.
Integrate external or/and internal API from the backend team.
Experience on web service integration (REST, JSON, XML).
Research and implement best practices for app development.
Participate in the project and product creation and working closely with Project Manager.
Ensure performance, quality and responsiveness.
Identify, correct bottlenecks and fix bugs.
Support the entire mobile application life cycle (concept, design, test, release and support)."
URGENT HIRING - Front-End Software Developer | PJ - P19,Developers/Programmers,Information & Communication Technology,"Job Highlights:
Petaling Jaya, Selangor
Competitive salary, commensurate with experience.
Permanent hiring
Job Responsibilities:
Build and maintain responsive, visually appealing web applications using modern front-end technologies
HTML, CSS, JavaScript, React.js etc.
Develop intuitive UI components and ensure cross-browser compatibility and mobile responsiveness.
Collaborate with back-end teams to integrate
RESTful APIs
and
GraphQL
services.
Collaborate with designers and back-end engineers to define, design, and deliver new features.
Optimize applications for maximum speed and scalability.
Write unit and integration tests for front-end components and API integration.
Perform testing and debugging using tools such as
Jest
,
Mocha
, or
Cypress
.
Optimize applications for maximum speed and scalability, focusing on efficient rendering and load times.
Stay up-to-date with best practices in front-end development and API consumption, continuously improving the quality of the codebase.
Job Requirements:
Proven experience as a Front-End Developer or similar role with strong portfolio of projects.
Strong proficiency in front-end technologies (
HTML5, CSS3, JavaScript, and front-end frameworks such as React.js
).
Solid understanding of custom API integration (
RESTful APIs, GraphQL
).
Experience with API authentication mechanisms (
OAuth, JWT, etc
.).
Familiarity with modern JavaScript libraries and tools (
Webpack, Babel, etc
.).
Experience with version control tools (
Git
).
Knowledge of responsive design techniques and mobile-first development.
Strong understanding of asynchronous programming and data-fetching patterns.
Familiarity with testing frameworks (J
est, Mocha, Cypress, etc.
) is a must.
HOW TO APPLY
Click the
Apply Now
button below.
To speed up the process, please include the UPDATED information in your resume:
Work experiences with the reason for leaving for each employment
Current and Expected salary
Date of availability / Notice Period
We regret that only shortlisted candidates will be notified. By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration."
